,index,id,created_at,user_id,username,name,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,quote_url,video,thumbnail,reply_to,tweet_word_count,polarity,subjectivity
211,238,1506681652692533251,2022-03-23 18:17:53,219468464,greatnessteam,Scotty B,Are you getting a piece of the digital explosion??? If you want it...let's talk. NOT MLM or AFFILIATE Marketing The Berkshire Hathaway of Digital. Now is the perfect time to position!  https://t.co/QRCQvqkT4v,0,0,1,0,0,1,0,0,0,1,1,0,32,0.3333333333333333,0.3333333333333333
212,239,1506679772524343296,2022-03-23 18:10:25,875166048,paurillo8669,tony 囧,I’m continually reminded of God’s blessings when I look back at my life. I loathed all math when I was in school and now I’m a finance manager at Berkshire Hathaway Automotive. It’s a gentle reminder that God’s plan supersedes all.,0,0,0,4,1,7,0,0,0,0,0,0,41,0.1,0.4
213,240,1506679720892674050,2022-03-23 18:10:12,2802207875,barbeariapoian,Verdades e Nada Mais 🔸️,"Warren Buffet, diretor executivo da Berkshire Hathaway:  https://t.co/ieZZplE3Mp",0,0,0,0,6,21,0,0,0,1,1,0,8,0.0,0.0
214,241,1506677674550435841,2022-03-23 18:02:04,1107126276744085505,dcfannuities,DCFAnnuities,"Featured #DCFIncomePayments Berkshire Hathaway - 33.9 yrs - In Stock $161,449.67 purchase price - 3.900% yield - $410,000.00 total payout  CaseID: 3C220201A-2 Get details and reserve here:  https://t.co/JKoEDjX6EJ  #LumpSum #RetirementPlanning #EstatePlanning  https://t.co/CMrjSyI0QF",0,1,1,0,0,0,4,0,0,1,1,0,32,0.0,0.75
215,242,1506677591255977995,2022-03-23 18:01:45,1681896295,shyamthimmaiah,Shyam Thimmaiah ಶ್ಯಾಮ ತಿಮ್ಮಯ್ಯ,"@GRDecter BRK, Berkshire Hathaway. This stock is unlikely to die as it is structured like an investment fund.",0,0,0,1,0,4,0,0,0,0,0,1,18,-0.5,0.5
216,243,1506677408191102979,2022-03-23 18:01:01,902368621015384064,tonysilva760,Tony Silva - The Silva Group,"As we head into the spring buying season, sellers can expect to hold the upper hand!   Are you ready to sell? Call The Silva Group 👉 (760) 458-2575  Berkshire Hathaway Home Services California Properties DRE #01388576  https://t.co/2vaG6lq4Mf",0,0,1,0,0,0,0,0,0,1,1,0,37,0.1,0.25
217,244,1506677218402992131,2022-03-23 18:00:16,44215740,amsb777,Anthony Bordin,"As your Berkshire Hathaway trusted real estate advisor, you can always count on me to be on your side whether you are buying or selling real estate. I can be trusted with taking care of you and your most valuable assets from the beginning to the end. You can contact me at 805-729  https://t.co/2kZ8AlnVUo",0,0,1,0,1,0,0,0,0,1,1,0,54,0.3,0.3666666666666667
218,245,1506675902842912771,2022-03-23 17:55:02,1467990741620121602,mj_logs,MJLogs,"Warren Buffett has purchased shares of Occidental Petroleum. His company Berkshire Hathaway's ownership in the company is around 12%, with warrants that would give a 20% stake, making oil one big part of his portfolio.  https://t.co/DVk1rYEw3U",0,0,1,0,0,0,0,0,0,1,1,0,36,0.0,0.1
219,246,1506675462415679490,2022-03-23 17:53:17,1350744419952037891,marianatench,Mi,Robbing a Berkshire Hathaway   ALRIGHT PUT ALL THE STOCKS IN THE BAG! NO DYE PACKS.,0,0,0,1,0,2,0,0,0,0,0,0,15,0.0,0.0
220,247,1506674481313419265,2022-03-23 17:49:23,44215740,amsb777,Anthony Bordin,"As your Berkshire Hathaway trusted real estate advisor, you can always count on me to be on your side whether you are buying or selling real estate. I can be trusted with taking care of you and your most valuable assets. You can contact me at 805-729-0527  https://t.co/B6MMEK3BZU",0,0,0,0,0,0,0,0,0,1,1,0,48,0.3,0.3666666666666667
221,248,1506673524995371009,2022-03-23 17:45:35,1413900716679131136,jamesnsc,James Bradley Fatchett CIA/NSC,"WE HAVE ARRESTS OF BERKSHIRE-HATHAWAY SENIORS, PARTNERS AND ASSORTED SECTION HEADS, MOST KNOW, RECEIVE WARNINGS. THEY ALL ARE TO FELONY SECTION FOR CAPITAL OR LONG PRISON TERMS. MURDERS IN THE CONGRESS OR WHITE HOUSE ARE HIGH CRIMES. JF   https://t.co/28bOAZiD0F",0,1,0,0,0,0,0,0,0,0,0,0,39,0.1525,0.36
222,249,1506672332588335106,2022-03-23 17:40:51,3342477094,fintechf,FF News | Fintech Finance,Sanjay Godhwani and David Bresnahan Appointed to New Executive Leadership Roles at Berkshire Hathaway Specialty Insurance  https://t.co/xKHK11TnRR #Fintech  #Paytech #FFnews  https://t.co/qbIi2iq7cl,0,1,1,0,0,0,3,0,0,1,1,0,21,0.13636363636363635,0.45454545454545453
223,250,1506671636761792526,2022-03-23 17:38:05,1351455082798338048,dividendincome_,Dividends Growth Hustler,"Five years ago:   -The median house cost $311,000  -Berkshire Hathaway A shares cost $250,000   Today:   -Median house costs $411,000  -Berkshire Hathaway A shares cost $525,000   That's why the middle class is losing out I guess  Inspired by @DividendGrowth",3,0,0,0,2,6,0,0,0,0,0,0,38,0.0,0.0
224,251,1506671604318806022,2022-03-23 17:37:57,1441383206880792576,cardanocc_gary,Gary Heyer,"@GaryGensler @SECGov @AARP @FINRA @FordhamLawNYC @MiamiLawSchool One Zoom meeting between Blackrock, Vanguard, State Street and Berkshire Hathaway could crush every retirement account in the U.S. Then, day late and a dollar short Treasury enters and FSOC declares them systemically important and places Boomers on UBI which expires @ death. #USA",0,0,0,0,0,0,1,0,0,0,0,6,50,0.03333333333333335,0.6333333333333333
225,252,1506669749668921348,2022-03-23 17:30:35,1150360503333507072,charliebot,Mungerisms • Charlie Munger Bot,"If you wait for the big opportunity &amp; have the courage and vigor to grasp it firmly when it arrives, how many do you need?  For example, take the top ten business investments Berkshire Hathaway's ever made  We would be very rich if we'd never done anything else - in two lifetimes",0,0,0,0,1,9,0,0,0,0,0,0,52,0.21458333333333335,0.41250000000000003
226,253,1506669096787750920,2022-03-23 17:27:59,893908310,camtrader_ca,CamTrader,"Buffett Pumps US$1.5 Billion More in Oil -  https://t.co/VhmwdXSL7l Renowned value investor Warren Buffett joins energy bulls following news that he made an additional US$1.5 billion investment in oil. Based on an SEC filing, Berkshire Hathaway bought 27.1 million more shares o...",0,1,0,0,0,0,0,0,0,0,0,0,42,0.225,0.425
227,254,1506668005488533504,2022-03-23 17:23:39,963495628545327104,stckpro,STCK.PRO,$BRK-A $BRK-B NEW ARTICLE : Sanjay Godhwani and David Bresnahan Appointed to New Executive Leadership Roles at Berkshire Hathaway Specialty Insurance  https://t.co/Yl53yH8obb Get all the latest $BRK-A related news here :  https://t.co/TkhS4u5fdN  https://t.co/3eXsdIynbR,0,2,1,0,0,0,0,3,0,1,1,0,33,0.19318181818181818,0.5522727272727272
228,255,1506667093747326978,2022-03-23 17:20:02,1494648017944825861,100inio,100in,"If you had invested $100 in Berkshire Hathaway Inc. New $BRK-B exactly 2 years ago, you'd have $210 today. Hindsight is 20/20... Check out other assets on  https://t.co/O7pWxXg81H",0,1,0,0,0,0,0,1,0,0,0,0,28,0.08712121212121211,0.35984848484848486
229,256,1506666759109062657,2022-03-23 17:18:42,1412526694519345154,christybudnick_,Christy Budnick,"I am so proud and thankful for every team and network member at @BHHSRealEstate. For those who were able to join us for Sales Convention 2022, thank you for the most remarkable experience. Your energy and enthusiasm paired with your experience and knowledge is electric.✨",3,0,0,1,0,6,0,0,1,0,0,0,45,0.6375,0.71875
230,257,1506666581652353025,2022-03-23 17:18:00,33973885,gregzaj1,GregZaj1☣,"@ZeitgeistFilm @GhostOfNunya “The Party told you to reject the evidence of your eyes and ears. It was their final, most essential command.”  Bitcoin is currently the world's 14th largest currency by market cap, and has a valuation higher than Berkshire Hathaway and just shy of Tesla. It's not going anywhere.",0,0,0,2,0,20,0,0,0,0,0,2,50,0.041666666666666664,0.5333333333333333
231,258,1506665919057170435,2022-03-23 17:15:22,811315902868295680,aliciacabezuela,Alicia Cabezuela,"Which state would you like to live in for a year?  Alicia Cabezuela, CIPS, ALHS, ABR, CNHS, GRI, SRS Berkshire Hathaway TX Realty  https://t.co/vUgmfuixny",0,1,0,0,0,0,0,0,0,0,0,0,24,0.13636363636363635,0.5
232,259,1506665711430619137,2022-03-23 17:14:32,1507441687,bhhsrealestate,Berkshire Hathaway HomeServices,"Thank you to our global network members who joined us for Sales Convention 2022. In the opening address, @ChristyBudnickCEO proudly shared her vision for the future. With a strong financial foundation and unparalleled global connectivity, we are unlike any other brand.  https://t.co/n2sENyCZKt",0,0,0,0,1,4,0,0,0,1,1,0,42,0.15833333333333335,0.3190476190476191
233,260,1506665357494427654,2022-03-23 17:13:08,1324181911355478017,bhletters,Quotes from Berkshire Hathaway Shareholder Letters,"Reinsurance is a highly volatile business, and neither General Re nor Ajit’s operation is immune to bad pricing behavior in the industry.  - 1999 Berkshire Hathaway Shareholder Letter  #WarrenBuffett #ShareholderLetter",0,0,0,0,0,1,2,0,0,0,0,0,30,-0.16333333333333327,0.5688888888888889
234,261,1506664366854205441,2022-03-23 17:09:12,858994453746298882,nirmitmehta10,Nirmit Mehta,Someone gift me a Berkshire Hathaway Class A share.,0,0,0,1,0,1,0,0,0,0,0,0,9,0.0,0.0
235,262,1506662156049297415,2022-03-23 17:00:25,898507447,intelligentins,Intelligent Insurer,".@LibertySpecMkts swoops for Berkshire Hathaway property claims leader in London. The executive has over 16 years of industry experience, including seven years at LSM.  https://t.co/0UWdZwrlWl #insurance #reinsurance",3,1,0,0,0,0,2,0,0,0,0,0,27,0.0,0.0
236,263,1506662147312562178,2022-03-23 17:00:23,221154532,globalprcentre,Press Release Centre, https://t.co/WaSv5PDnAG - Sanjay Godhwani and David Bresnahan Appointed to New Executive Leadership Roles at Berkshire Hathaway Specialty Insurance -  23/03/2022 — BOSTON &amp; NEW YORK — (BUSINESS WIRE)  Berkshire Hathaway Specialty Insurance (BH...  https://t.co/uR9AJIvRzB,0,1,1,0,0,0,0,0,0,1,1,0,34,0.13636363636363635,0.45454545454545453
237,264,1506661562492227595,2022-03-23 16:58:03,976297820532518914,newsfrombw,Latest News from Business Wire,Sanjay Godhwani and David Bresnahan Appointed to New Executive Leadership Roles at Berkshire Hathaway Specialty Insurance  https://t.co/aSfWfFVDyT,0,1,0,0,0,0,0,0,0,0,0,0,17,0.13636363636363635,0.45454545454545453
238,265,1506661159964979208,2022-03-23 16:56:27,52761258,townerealty,Towne Realty,The home of your dreams has arrived! #RealEstate #BHHS #HRVA #realestate #experts #home #BerkshireHathaway #TowneRealty  https://t.co/8Vzxqdkio5,0,1,0,0,0,0,8,0,0,0,0,0,16,0.0,0.0
239,266,1506661150070616068,2022-03-23 16:56:25,1461595779362004996,finostock,finostock.com,7 Value Stocks to Look at After Berkshire Hathaway’s Spotlight  https://t.co/ydZG2csfmH,0,1,0,0,0,0,0,0,0,0,0,0,11,0.0,0.0
240,267,1506660324497399818,2022-03-23 16:53:08,838053668473737216,bobknighthomes,Bob Knight,"It's not what you say, it's how you say it!   Bob Knight, REALTOR - Associate Broker Berkshire Hathaway HomeServices Georgia Properties - 85 North Office 404-660-6421 Bob.knight@bhhsga.com  https://t.co/U8LaF3Huwj  https://t.co/KHAYQxBeiY",0,1,1,0,0,0,0,0,0,1,1,0,29,0.0,0.0
241,268,1506657715535368198,2022-03-23 16:42:46,165845555,bhhslakeozark,BHHS Lake Ozark Realty,Berkshire Hathaway HomeServices Lake Ozark Realty on #Google  All we can say is JUST WOW! Check out this beautiful condo that just listed today!  https://t.co/nwECrfL73q,0,1,0,0,0,0,1,0,0,0,0,0,25,0.5625,1.0
242,269,1506656591885516800,2022-03-23 16:38:18,175228163,getbuyside,Buyside,"As we continue our celebration of powerful women in real estate, today we'd like highlight  Tiffany Curry, Owner &amp; CEO at Berkshire Hathaway HomeServices Tiffany Curry &amp; Co., REALTORS®.   Thank you for your wonderful partnership with Buyside!  #Partnership #WomenInRealEstate  https://t.co/gqjOZda6VN",0,0,1,0,1,2,2,0,0,1,1,0,40,0.5,0.7666666666666666
243,270,1506656514789965828,2022-03-23 16:38:00,64392342,rajivmehta19,Rajiv Mehta,"This week, #Warren Buffett announced that Berkshire Hathaway would buy Alleghany Corp. for $11.6 billion in cash. Many investors have never heard of Alleghany, but I've long regarded it as a model of how companies should be run -- and treat their shareholders.",0,0,0,1,2,22,1,0,0,0,0,0,43,0.225,0.45
244,271,1506656132256964611,2022-03-23 16:36:28,1372902911865421826,hagemann_howard,Howard Hagemann,"If you expect to be in the market for a new home, visit the website below and learn about your options.  Howard Hagemann Berkshire Hathaway Texas Realty  https://t.co/KKJv8JmX66  https://t.co/6bWsalU4Pd",0,1,1,0,0,0,0,0,0,1,1,0,29,0.13636363636363635,0.45454545454545453
245,272,1506652975254626311,2022-03-23 16:23:56,52761258,townerealty,Towne Realty,"5 bed, 5 bath, and one beautiful home in a private neighborhood! #BHHS #HRVA #realestate #experts #home #BerkshireHathaway #TowneRealty  https://t.co/nrNOsR5wnB",0,1,0,0,0,0,7,0,0,0,0,0,20,0.425,0.6875
246,273,1506652152705556490,2022-03-23 16:20:40,3892965854,stocks_in,Indian Sharemarket Updates,The Complete Financial History of Berkshire Hathaway  https://t.co/1IXm3nxwSA,0,1,0,0,0,1,0,0,0,0,0,0,8,0.05,0.2
247,274,1506651608918249477,2022-03-23 16:18:30,2153293313,bbleimschein,3ene,".@ShaneAParrish has a more self-help, philosophical approach with @farnamstreet - the name famously derived from #BerkshireHathaway's company address. His work on mental models is outstanding and worth a read:  https://t.co/H8U7M19uoh",6,1,0,1,0,1,1,0,0,0,0,0,30,0.2833333333333333,0.44583333333333336
248,275,1506649500353499145,2022-03-23 16:10:07,1186447354326605826,dareprintco,DARE Print & Sign Co.,"Door Cling for the Berkshire Hathaway office in #downtown to Cañon City, Colorado.  #windowclings #canoncity #colorado   https://t.co/01jsTRgSVj  https://t.co/F8QWCUuJp0",0,1,1,0,0,0,4,0,0,1,1,0,18,0.0,0.0
249,276,1506648906712510468,2022-03-23 16:07:46,1206401811084537857,thomas_pe21,Thomas,@owenmiller75 @Stocktwits LOL There is $BRK/B. If I'd invest in a Berkshire Hathaway ETF it would be the cheaper one of the two. I don't see myself paying 500k for one share,0,0,0,0,0,1,0,1,0,0,0,2,32,0.8,0.7
250,277,1506648646544240641,2022-03-23 16:06:44,372164902,damian_roy,Damian Roy,"@JarrottHeath @Darin_T80 They're both indices. Simply long RYE currently, given supply issues and growing demand, is just as passive a bet as SPY. Just that one's strongly undervalued.  Alternatively, Berkshire Hathaway is effectively an index of wonderful companies that will outdo the SPY",0,0,0,1,0,1,0,0,0,0,0,2,43,0.39666666666666667,0.6666666666666666
251,278,1506648641284587526,2022-03-23 16:06:42,954046721931272193,staugliving,Danielle Fraser Real Estate,"If you're thinking about selling your home, finding out its worth is the place to start! Get a free estimate now! 🤩  Danielle Fraser, P.A. Berkshire Hathaway HomeServices 571-386-6354 Danielle@DanielleFraserRealEstate.com  https://t.co/7PbrlNlXZ6  https://t.co/vACFlsCL9D",0,1,1,0,0,0,0,0,0,1,1,0,32,0.4375,0.45
252,279,1506648144599293966,2022-03-23 16:04:44,1323988504188170241,americannleagu1,Americannleaguer,"@BullishRippers Berkshire Hathaway is ""down"" a bit to $522,000.00  https://t.co/u1C1EOjgYY",0,0,1,0,0,0,0,0,0,1,1,1,10,-0.15555555555555559,0.2888888888888889
253,280,1506648007650930688,2022-03-23 16:04:11,1126904333512073216,bookifysummary,Bookify Book Summaries 🎙️,"From Book ""University of Berkshire Hathaway"": Charlie Munger observed  grocery delivery was a terrible business and someone got idea to put it on internet. Buffet joked only way it worked was to hire guys as slave labour. #10minutedelivery #Zomato",0,0,0,0,1,0,2,0,0,0,0,0,39,-0.5,1.0
254,281,1506647405923549191,2022-03-23 16:01:48,124010116,traveling_89,Jung 📷89 Travel,"#cryptocurrency↓#Bitcoin $BTC #USDT #BNB SHIB Doge #Markets↓ #CrudeOil↑ #Gold, better bets‼  Occidental Petroleum rises after Buffett's Berkshire Hathaway reveals 14.6% stake. $TSLA overpriced, Hype☺ @an_ru1  A Prolong Ross–Ukr will kill US Economy.",3,0,0,1,1,2,7,2,1,0,0,0,32,0.5,0.5
255,282,1506647030789246985,2022-03-23 16:00:18,714480164,baibrokernews,Business Alliance,"If you want to live like a billionaire, try following Warren Buffett. The Oracle of Omaha is the CEO of Berkshire Hathaway and he lives quite cheaply while still making huge profits for himself in his company's stock market investments!   https://t.co/2V4Un09BiX  #Frugal",0,1,0,0,0,0,1,0,0,0,0,0,42,0.25909090909090915,0.5499999999999999
256,283,1506647027056263168,2022-03-23 16:00:18,873168256592302082,dipietro_ron,Ron DiPietro,"If you want to live like a billionaire, try following Warren Buffett. The Oracle of Omaha is the CEO of Berkshire Hathaway and he lives quite cheaply while still making huge profits for himself in his company's stock market investments!   https://t.co/Bs6JT0L7ad  #Frugal",0,1,0,0,0,0,1,0,0,0,0,0,42,0.25909090909090915,0.5499999999999999
257,284,1506647024975941637,2022-03-23 16:00:17,569302959,andybkr,Andy Baker,"If you want to live like a billionaire, try following Warren Buffett. The Oracle of Omaha is the CEO of Berkshire Hathaway and he lives quite cheaply while still making huge profits for himself in his company's stock market investments!   https://t.co/9jekaRVlzB  #Frugal",0,1,0,0,0,0,1,0,0,0,0,0,42,0.25909090909090915,0.5499999999999999
258,285,1506647020890726410,2022-03-23 16:00:16,1427588462790811648,kimmy_knopf,Kim Knopf,"If you want to live like a billionaire, try following Warren Buffett. The Oracle of Omaha is the CEO of Berkshire Hathaway and he lives quite cheaply while still making huge profits for himself in his company's stock market investments!   https://t.co/biiybZKUbm  #Frugal",0,1,0,0,0,0,1,0,0,0,0,0,42,0.25909090909090915,0.5499999999999999
259,286,1506647007804469248,2022-03-23 16:00:13,3114448031,bs_marker,BSMARKER,"Stock: $BRK.B - Berkshire Hathaway *** NEWS *** Wall St opens lower as oil climbs, megacap shares drop - Yahoo News  https://t.co/nvnqjKJcST Try now the Best Pivot Point Calculator!!  https://t.co/v0NUcxH2wQ #tradingview #stocks #stockstowatch  https://t.co/pVAgD33bZe",0,2,1,0,0,0,3,1,0,1,1,0,34,1.0,0.3
260,287,1506645018362224643,2022-03-23 15:52:19,82847054,sandandland,Beth Livers,Check out this property just listed in 32963  Sand &amp; Land Team Berkshire Hathaway HomeServices - Florida Realty  https://t.co/CtnfnJSbio  https://t.co/Vj4u44QuQ9,0,1,1,0,0,0,0,0,0,1,1,0,20,0.0,0.0
261,288,1506644586411831302,2022-03-23 15:50:36,52761258,townerealty,Towne Realty,Look at all this land! Imagine the possibilities of what can be done with it. #LandForSale #BHHS #HRVA #realestate #experts #home #BerkshireHathaway #TowneRealty  https://t.co/6KDw0RMOnA,0,1,0,0,0,1,8,0,0,0,0,0,24,0.0,0.0
262,289,1506643694169980928,2022-03-23 15:47:03,2809167901,buffyladynews,Blogging Paper,"Warren Buffetts Berkshire Hathaway Stock by breaking 520,654 resistance  https://t.co/aWog4ja40W  https://t.co/t6lQcOzFEs",0,1,1,0,0,0,0,0,0,1,1,0,11,0.0,0.0
263,290,1506643066559635457,2022-03-23 15:44:33,1294648565504057345,mr_jacksonandon,Mr. Jackson,"@SomeKito @SamBlak65731531 There are a number of “funds” which are working together either in a knowing conspiracy or just a happenstance one. From what I’ve read, Berkshire/Hathaway is at the top of it.",0,0,0,1,0,0,0,0,0,0,0,2,33,0.5,0.5
264,291,1506641611060613124,2022-03-23 15:38:46,741317303522983937,loganmaurer_,loganmaurer.eth,Top 10 Assets by Market Cap⬇️ - 1️⃣ Gold - 12.3T 2️⃣ Apple - 2.8T 3️⃣ Saudi Aramco - 2.3T 4️⃣ Microsoft - 2.3T 5️⃣ Alphabet - 1.8T 6️⃣ Amazon - 1.7T 7️⃣ Silver - 1.4T 8️⃣ Tesla - 1T 9️⃣ Bitcoin - 800M 🔟 Berkshire Hathaway - 770M - How long till #BTC passes silver?,0,0,0,0,1,1,1,0,0,0,0,0,56,0.225,0.45
265,292,1506640920854384643,2022-03-23 15:36:02,1038475633918177281,scottmfoltz1,Freedom🇺🇸1st w/Trump Card,Berkshire Hathaway Inc. Class A  https://t.co/gVClnaCGHq,0,1,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0
266,293,1506637839924183048,2022-03-23 15:23:47,2232018996,michaelkaimteam,Michael Kaim Team,"HomeServices has proven itself big time...others were contracting, HomeServices added a number of brokerage operations...We were playing offense when the others were struggling... 🏠 Warren Buffett, chairman &amp; CEO, Berkshire Hathaway Inc.  #themichaelkaimteam #kaimteam #BHHSPro  https://t.co/c7AIl3zcse",0,0,1,0,0,1,3,0,0,1,1,0,36,0.0,0.1
267,294,1506637144743460868,2022-03-23 15:21:01,49660367,realtordebby_tn,"Debby Hill, REALTOR","Have you been saving up? 💰 Let's discuss your options!  Debby with a ""Y"" Hill Cell: 865-567-3204 debbymhill@gmail.com  https://t.co/qScSBxnfTt Berkshire Hathaway HomeServices Dean-Smith 412 S. Northshore Dr. Knoxville, TN 37919  https://t.co/rf1Gb82w94  https://t.co/ORVWD4WLUp",0,2,1,0,0,0,0,0,0,1,1,0,32,0.0,0.0
268,295,1506636826710269955,2022-03-23 15:19:46,52761258,townerealty,Towne Realty,Great home in an excellent neighborhood available for showings! Contact us for details. #BHHS #HRVA #realestate #experts #home #BerkshireHathaway #TowneRealty  https://t.co/hrjASPKpEp,0,1,0,0,0,0,7,0,0,0,0,0,21,0.7666666666666666,0.7166666666666667
269,296,1506635888767471617,2022-03-23 15:16:02,1265792121249820675,tradedvc,Traded: Venture Capital,"ACQUISITION IMAGE: Warren Buffett &amp; Charlie Munger DATE: 03/21/2022  BUYER: Berkshire Hathaway Inc. SELLER: Alleghany Corp.   SALE PRICE: $11,600,000,000  NOTE: Berkshire Hathaway agreed to buy ins...  View full post on Instagram:  https://t.co/YyGggkmzXP  https://t.co/uqUn9pdECj",0,1,0,1,1,0,0,0,0,1,1,0,33,0.35,0.55
270,297,1506635236053950468,2022-03-23 15:13:26,1224976746040172547,topforexcz,Topforex,The 6th most valuable U.S. is Berkshire Hathaway. It has a market cap of $772.36 Billion. 💲  https://t.co/vrzv1wHTCl,0,0,1,0,0,0,0,0,0,1,1,0,18,0.5,0.5
271,298,1506634885771014155,2022-03-23 15:12:03,15199390,csimper02,csimper02,This is an unbelievable pool and backyard! Can you still roast marshmallows on a fire like this?  Christine Simper Licensed in Indiana &amp; Michigan  Berkshire Hathaway Home Services 574-876-5106 csimpersells@gmail.com  https://t.co/CvjMwMvPBJ  https://t.co/bjNHniQ0MB,0,1,1,0,0,0,0,0,0,1,1,0,32,-0.3125,1.0
272,299,1506634397549834252,2022-03-23 15:10:06,1440620551861456898,options_wheel,Options Wheel Trading,BRK.B: Berkshire Hathaway’s Purchase Of Alleghany – Another Solid Move By Warren Buffett  https://t.co/JaMCwBWwwk,0,1,0,0,0,0,0,0,0,0,0,0,14,0.0,0.1
273,300,1506634318420246528,2022-03-23 15:09:48,1490314263030005760,ss_seekingalpha,Siva_SeekingAlpha,Berkshire acquires Alleghany. Author Daniel Jones writes that this is a solid move by Warren Buffet and both sides will benefit from the deal.   https://t.co/57Jiz2z6mw  $BRK $BRKB $BRKA #BerkshireHathaway #WarrenBuffett #Buffett $Y #Alleghany #Acquisitions,0,1,0,0,0,1,5,4,0,0,0,0,34,0.0,0.1
274,301,1506632742443782147,2022-03-23 15:03:32,23059499,seekingalpha,Seeking Alpha,$BRK.A $BRK.B $Y - Berkshire Hathaway's Purchase Of Alleghany - Another Solid Move By Warren Buffett.  https://t.co/5vWtcEVG0f #trading #stockmarket #investing,0,1,0,0,2,6,3,3,0,0,0,0,20,0.0,0.1
275,302,1506632362150535175,2022-03-23 15:02:01,930179744,corpdisputesmag,Corporate Disputes Magazine,Berkshire Hathaway agrees $11.6bn Alleghany acquisition  Read the latest FW News post here:  https://t.co/YHs40a6cD9  #Mergers #Acquisitions #PrivateEquity  https://t.co/JgXCMB9FQ6,0,1,1,0,0,0,3,0,0,1,1,0,18,0.5,0.9
276,303,1506632334807904257,2022-03-23 15:01:55,318659527,brickellmag,Brickell Magazine,"Valerie Hummel was awarded Chairman’s Club and Top Producer by Berkshire Hathaway Home Services EWM. “I am grateful to my friends who believed in me and became my clients and my clients who became friends”. To learn more, click on Bio for more information  @valeriehummelleach  https://t.co/imgWjIUn8k",0,0,1,0,0,0,0,0,0,1,1,0,46,0.5,0.5
277,304,1506632168113639428,2022-03-23 15:01:15,22042454,kiplinger,Kiplinger,Warren #Buffett's #Berkshire Hathaway to Buy Insurer Alleghany for $11.6 Billion. #investing  https://t.co/gdZJSc4ZCQ,0,1,0,0,1,1,3,0,0,0,0,0,13,0.0,0.0
278,305,1506631944498565128,2022-03-23 15:00:22,1372942742926598152,thefranchiseex3,The Franchise Experts,"If you want to live like a billionaire, try following Warren Buffett. The Oracle of Omaha is the CEO of Berkshire Hathaway and he lives quite cheaply while still making huge profits for himself in his company's stock market investments!   https://t.co/WiCLpzGEvk  #Frugal",0,1,0,0,0,0,1,0,0,0,0,0,42,0.25909090909090915,0.5499999999999999
279,306,1506629380147228676,2022-03-23 14:50:10,292450753,dmlevitt,David Levitt,"#BuildStrong, a new school, plans to train whole new class of construction workers to help #homebuilders meet unprecedented demand. 'In every market there's far more demand than supply' #BerkshireHathaway #realestate #mortgage  https://t.co/kFKyEs6Hq0 via @WSJ",3,1,0,0,0,0,5,0,0,0,0,0,34,0.2787878787878788,0.6181818181818182
280,307,1506628564053078020,2022-03-23 14:46:56,52761258,townerealty,Towne Realty,"The home of a lifetime! Come check out this 4 bed, 3 bath home in Surry County. #BHHS #HRVA #realestate #experts #home #BerkshireHathaway #TowneRealty  https://t.co/3sBd1P0o5g",0,1,0,0,0,0,7,0,0,0,0,0,25,0.0,0.0
281,308,1506628453256564745,2022-03-23 14:46:29,249532641,sequencecentral,SequenceCentral,Berkshire Hathaway to buy Alleghany in $11.6 bln deal  https://t.co/sFZiVVmE1t #tech,0,1,0,0,0,0,1,0,0,0,0,0,11,0.0,0.0
282,309,1506626378682322952,2022-03-23 14:38:15,1497296592021434377,jimmydrealtor,Jimmy Duncanson Real Estate,Does your next home improvement project have significant ROI? #RealEstate #DIY #homerenovation #homeownership #michiganrealestate Homes for Sale | Berkshire Hathaway HomeServices Michigan Real Estate  https://t.co/EW7DqRohw1,0,1,0,0,0,0,5,0,0,0,0,0,25,0.19166666666666665,0.39166666666666666
283,311,1506619215272370180,2022-03-23 14:09:47,2431310516,yoderpaul,Paul S Yoder,"@coinbureau I assume you mean financial, if I could only make one investment the rest of my life I would have to consider Berkshire Hathaway. Say what you want about their failure to invest in cutting edge tech, they're the most successful investment firm in the history of time.",0,0,0,1,0,4,0,0,0,0,0,1,49,-0.022395833333333316,0.5921875000000001
284,312,1506619017980698625,2022-03-23 14:09:00,24740419,gracepatalano,Grace Patalano,Which of your friends has a home that you absolutely love?  Berkshire Hathaway HomeServices  https://t.co/8nAJojzvP8,0,0,0,0,0,0,0,0,0,1,1,0,15,0.5,0.6
285,313,1506618842386247681,2022-03-23 14:08:18,2920145583,adrienne_klase,Adrienne Klase,"Which one of your friends is ready to move ASAP?  Adrienne Klase, Realtor, RSPS, RDH, B.S.  Berkshire Hathaway HomeServices|Gallo Realty   Lewes, Delaware AdrienneKlase@GoToGallo.com  https://t.co/MwzW6M46aX O : 302-645-6661 C : 302-753-2240  https://t.co/OOBdsVfQhB",0,1,0,0,0,0,0,0,0,1,1,0,31,0.2,0.5
286,315,1506617579875491846,2022-03-23 14:03:17,52761258,townerealty,Towne Realty,"Lot for sale! An incredible amount of possibilities lives here in Suffolk, and this could be the site of your forever home. #BHHS #HRVA #realestate #experts #home #BerkshireHathaway #TowneRealty  https://t.co/NGi41FbxAn",0,1,0,0,0,0,7,0,0,0,0,0,30,0.9,0.9
